vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,5035.234243639114,17002.647907372495,2,8462.310490088956,excellent,windy,urban,Not Overloaded
heavy vehicle,5761.755377654746,14562.407466764405,1,7732.431688209316,excellent,clear,urban,Not Overloaded
heavy vehicle,5280.689642050221,18737.52646031093,1,9961.408854735582,good,windy,suburban,Not Overloaded
heavy vehicle,6393.725830563191,18146.726858446986,1,10128.759714570175,excellent,clear,suburban,Not Overloaded
heavy vehicle,7450.504498586131,18671.170880692087,1,9317.922102138133,good,clear,highway,Not Overloaded
heavy vehicle,6756.300066115081,19921.510701608702,2,10953.818755745366,excellent,clear,urban,Not Overloaded
heavy vehicle,5126.115664968126,16118.612669461432,1,8642.37400191622,excellent,clear,highway,Not Overloaded
heavy vehicle,8129.123079119708,15184.452080295483,1,20701.542740359568,good,foggy,mountainous,Overloaded
4-wheeler 7-seater,1631.76791826714,623.2799053549537,5,333.7485294311611,very poor,windy,rural,Overloaded
heavy vehicle,5013.352897468523,16878.724424998054,1,8771.4116062308,good,windy,suburban,Not Overloaded
heavy vehicle,5041.883854344692,14070.905412632965,2,7797.991175440076,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1059.540772941811,684.8862690163173,4,488.0458257991618,good,rainy,rural,Overloaded
heavy vehicle,7124.385259852661,18107.64765011298,2,10724.537217706058,excellent,clear,highway,Not Overloaded
heavy vehicle,6545.644701864679,16712.30511105724,2,8819.351454287664,good,clear,highway,Not Overloaded
heavy vehicle,5119.361701247653,13080.669193879829,1,6972.569734449671,excellent,clear,urban,Not Overloaded
4-wheeler 5-seater,1230.7769659764963,522.7148044466642,4,295.2523669258839,good,rainy,suburban,Overloaded
4-wheeler 5-seater,1335.0308228789506,674.4242151519269,3,681.0555535429193,good,clear,desert,Overloaded
heavy vehicle,6203.5013810381215,15224.188970601543,2,7580.659920629607,excellent,clear,suburban,Not Overloaded
heavy vehicle,5200.819142857192,13927.761595884076,2,7287.404937917638,excellent,clear,urban,Not Overloaded
heavy vehicle,5527.950685099696,19016.05771612219,1,9639.02574832651,good,rainy,highway,Not Overloaded
heavy vehicle,5137.278512080404,18409.502831736223,2,9645.645323572011,excellent,rainy,highway,Not Overloaded
4-wheeler 5-seater,832.8194490375355,409.5268072774276,2,377.688191337226,good,foggy,desert,Overloaded
4-wheeler 5-seater,888.8130232707939,669.2143786856427,3,536.1035975667777,poor,foggy,coastal,Overloaded
heavy vehicle,6037.962089878834,18976.538023965597,1,26995.123990057942,average,windy,rural,Overloaded
heavy vehicle,5060.000676076152,19446.22707163517,2,9733.720011185445,average,rainy,highway,Not Overloaded
2-wheeler,127.01669962802981,192.96308685467946,2,59.87635088832024,average,clear,mountainous,Overloaded
4-wheeler 5-seater,1129.7182138695057,437.34352843256056,5,126.27704003892713,average,extreme,coastal,Overloaded
heavy vehicle,5301.618350957629,16967.630955932615,1,9061.55830666013,good,clear,rural,Not Overloaded
heavy vehicle,5069.825828000477,19645.415747502408,2,11283.346555646245,average,clear,highway,Not Overloaded
heavy vehicle,7020.102943575861,16658.023434384944,1,8733.599541022475,excellent,clear,urban,Not Overloaded
heavy vehicle,5784.04655089408,17951.204853066556,1,9072.64082729162,good,clear,urban,Not Overloaded
delivery vehicle,2733.709064726264,3832.7875080016183,2,4420.8708758579805,average,windy,coastal,Overloaded
2-wheeler,134.39998648259183,173.85684359078374,1,123.68095229838585,very poor,foggy,coastal,Overloaded
heavy vehicle,5844.402469404001,17214.423032617913,2,10321.610379986052,excellent,clear,highway,Not Overloaded
2-wheeler,113.36465358697426,172.36894137249251,1,119.14163851523647,excellent,clear,urban,Overloaded
heavy vehicle,5411.720095033459,18452.5841494259,2,10054.02169629662,good,clear,highway,Not Overloaded
heavy vehicle,5398.683609605571,16062.043405567574,2,8630.615100912126,good,clear,highway,Not Overloaded
heavy vehicle,5405.063740536558,19921.14027851369,1,11094.757523808415,average,clear,coastal,Not Overloaded
heavy vehicle,6789.285941343248,18805.77993000803,1,10670.246431972908,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,1257.7483797328025,549.5694641819612,5,270.8873246225879,excellent,extreme,highway,Overloaded
heavy vehicle,5305.074622029935,17571.485461141656,2,21018.572392966147,excellent,windy,rural,Overloaded
delivery vehicle,3678.545919684783,4990.497782244502,3,5961.705481902558,excellent,extreme,coastal,Overloaded
heavy vehicle,5419.389659525439,19976.65488357751,1,10251.73467884212,excellent,clear,mountainous,Not Overloaded
heavy vehicle,5875.49046499064,19596.37843061309,1,9779.779717050884,poor,clear,suburban,Not Overloaded
delivery vehicle,4558.566318714182,2488.298382544823,2,2798.1623152507173,average,foggy,mountainous,Overloaded
heavy vehicle,5007.942968841331,15694.258284339394,1,8073.6360538336885,excellent,windy,rural,Not Overloaded
heavy vehicle,6052.39878458836,17758.10443839208,1,9267.963258338545,good,clear,urban,Not Overloaded
heavy vehicle,5479.22670217538,18720.790336417274,2,9591.584061376325,excellent,clear,urban,Not Overloaded
heavy vehicle,5906.08113220048,17643.745079791348,1,10552.777860280827,good,clear,highway,Not Overloaded
heavy vehicle,5717.943716657578,19088.824219714916,1,11199.410903235224,excellent,clear,coastal,Not Overloaded
heavy vehicle,6337.061909151437,17766.18203490226,1,10707.321699324162,excellent,clear,highway,Not Overloaded
heavy vehicle,11835.5615351212,8184.939840460977,2,9294.213249792463,poor,snowy,urban,Overloaded
heavy vehicle,5265.383490776114,18900.712771696664,1,10865.449909402785,excellent,windy,suburban,Not Overloaded
4-wheeler 7-seater,2028.185367821061,631.7169611575902,5,339.68742097450354,average,snowy,highway,Overloaded
4-wheeler 7-seater,1553.910106240456,612.2411294730566,5,353.8338423898754,good,windy,mountainous,Overloaded
heavy vehicle,5007.967132840761,19960.18813312622,1,10881.770539968426,poor,clear,highway,Not Overloaded
heavy vehicle,5037.563155242004,13402.400463152237,2,6658.436488888185,excellent,clear,urban,Not Overloaded
2-wheeler,163.07047996378643,168.5929784974362,2,41.773323047450255,excellent,foggy,coastal,Overloaded
heavy vehicle,5120.094382614109,18752.788667671055,2,10907.949923259921,excellent,windy,suburban,Not Overloaded
heavy vehicle,11076.950583132322,14122.378069959497,2,18140.933900774595,average,extreme,highway,Overloaded
heavy vehicle,5233.951849283467,19743.030866688685,2,9887.484197935997,excellent,rainy,rural,Not Overloaded
2-wheeler,108.9137887733205,241.0863480764117,1,203.47606526407452,good,extreme,suburban,Overloaded
heavy vehicle,6477.345557899653,18950.84246469396,1,9751.388888558282,excellent,windy,highway,Not Overloaded
heavy vehicle,5349.224558220485,19995.549201526002,1,10050.693395494003,average,rainy,highway,Not Overloaded
heavy vehicle,5793.430608094039,19688.41113970211,1,9843.28252111649,average,rainy,highway,Not Overloaded
heavy vehicle,6454.571909603317,19387.888171128077,1,10170.346246444618,excellent,clear,desert,Not Overloaded
2-wheeler,116.49096864952898,166.07158857394094,2,35.98444216050516,excellent,windy,suburban,Overloaded
heavy vehicle,5180.079303681392,14780.915715776888,1,8232.22969340722,excellent,clear,rural,Not Overloaded
heavy vehicle,8182.020342710558,10442.673524557147,2,12701.500158160366,good,windy,suburban,Overloaded
heavy vehicle,5247.058414936764,13569.181012507928,1,7588.157756876198,excellent,clear,suburban,Not Overloaded
heavy vehicle,5308.859247246249,13699.842956509761,2,7442.320583210546,good,clear,highway,Not Overloaded
heavy vehicle,6419.3102312305955,18154.499855661845,1,9306.769705308006,good,clear,urban,Not Overloaded
2-wheeler,123.35371293070162,177.12141079402042,2,50.099746677681736,excellent,snowy,desert,Overloaded
heavy vehicle,6179.109883972323,17254.123327998215,2,8605.964413672797,excellent,rainy,highway,Not Overloaded
heavy vehicle,5091.508479325474,15510.089974940167,1,8226.34734247038,average,clear,highway,Not Overloaded
heavy vehicle,5385.33301036199,18539.886348219028,2,9245.299969157559,excellent,foggy,urban,Not Overloaded
4-wheeler 7-seater,1501.4879941879117,965.8826658571118,3,968.1952994159226,poor,foggy,rural,Overloaded
delivery vehicle,3233.5637510305946,3586.46237961584,3,4317.503663548398,very poor,windy,mountainous,Overloaded
delivery vehicle,3509.086161344024,2706.2156778336753,1,2950.3604191781315,excellent,rainy,urban,Overloaded
heavy vehicle,5107.341634825364,19000.05913515861,2,21396.50912693961,poor,foggy,highway,Overloaded
delivery vehicle,3006.1809001857905,3259.4501933542233,1,3654.7615130699965,average,snowy,urban,Overloaded
heavy vehicle,5427.563692731753,19240.28933589058,2,9681.943998552597,excellent,foggy,urban,Not Overloaded
delivery vehicle,4470.954210946895,3671.2260224529655,3,3937.6709705226394,very poor,windy,highway,Overloaded
2-wheeler,198.38942010660355,209.34658248529382,2,97.32900305145942,average,rainy,highway,Overloaded
heavy vehicle,5234.002153864661,19392.316670088934,1,10342.201253478564,excellent,rainy,rural,Not Overloaded
heavy vehicle,7765.903424334583,19677.070518466222,2,9853.96441130177,excellent,clear,rural,Not Overloaded
4-wheeler 7-seater,2140.406578834844,783.2733688984611,1,982.5217530567595,excellent,extreme,suburban,Overloaded
heavy vehicle,6589.557621523709,17734.510207124542,1,8965.757155389878,good,clear,urban,Not Overloaded
4-wheeler 7-seater,1736.8111304764122,969.6398118126084,3,970.1636618108506,good,extreme,mountainous,Overloaded
heavy vehicle,5013.565423504226,19024.042601650734,1,9922.481535426698,good,rainy,urban,Not Overloaded
4-wheeler 5-seater,1071.2174724154147,690.0042206148894,2,747.5314058711097,poor,rainy,highway,Overloaded
heavy vehicle,6845.723026404187,17932.573726618095,2,25835.027974585235,average,clear,mountainous,Overloaded
2-wheeler,123.22986930522853,217.65881825283878,1,217.8163189227783,poor,foggy,urban,Overloaded
delivery vehicle,4697.809488558596,4540.954214134335,1,6328.2986474773825,poor,foggy,suburban,Overloaded
heavy vehicle,6767.616427794193,18777.381130711627,1,11238.588661483105,excellent,clear,highway,Not Overloaded
heavy vehicle,6259.745528299544,19864.258826100835,1,9935.680824425885,average,clear,rural,Not Overloaded
heavy vehicle,10449.96677291156,19010.96874691555,2,27535.687370026495,average,windy,rural,Overloaded
heavy vehicle,5612.536607297043,17428.850173048028,2,9250.490516176702,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,2331.1797824956434,632.8494215644807,4,473.2369019388169,good,foggy,rural,Overloaded
4-wheeler 5-seater,1260.907738293506,661.4957198295269,1,815.0202680665154,good,snowy,urban,Overloaded
delivery vehicle,2649.7346074564944,4757.415404727805,3,5847.77896206154,poor,foggy,urban,Overloaded
heavy vehicle,5175.511576661741,19291.429963058486,2,10107.548311403192,good,windy,highway,Not Overloaded
heavy vehicle,7697.497477444313,19063.823306132617,1,9834.574645941384,excellent,clear,urban,Not Overloaded
heavy vehicle,6079.305265268339,15407.965066485776,2,7858.0210771130505,good,clear,suburban,Not Overloaded
heavy vehicle,7272.865313577991,19283.590438077765,2,11246.479190873904,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,2409.6072391806124,936.9344903079141,4,844.8044293580335,poor,clear,highway,Overloaded
4-wheeler 7-seater,2410.0095733607236,647.0584515486049,7,217.3527669736521,poor,extreme,mountainous,Overloaded
heavy vehicle,5234.525123991852,15333.63653444575,1,7703.227655513879,excellent,clear,desert,Not Overloaded
2-wheeler,187.64474045693157,155.9359584623548,2,19.763441031932466,very poor,windy,highway,Overloaded
heavy vehicle,5016.276867794491,16129.131374562825,1,8347.70681398016,excellent,clear,urban,Not Overloaded
2-wheeler,165.24627816470968,176.00488455771648,1,148.6899515109378,excellent,rainy,highway,Overloaded
heavy vehicle,5163.822143439437,17650.680527542085,2,8768.602295797027,excellent,clear,mountainous,Not Overloaded
heavy vehicle,5405.723449093678,18237.98469524378,1,9093.009181946163,good,rainy,suburban,Not Overloaded
heavy vehicle,6683.223748382969,18996.65350682262,1,10577.913016807948,excellent,clear,highway,Not Overloaded
2-wheeler,194.51021855184794,235.5041004159567,2,115.6643080969849,very poor,rainy,coastal,Overloaded
heavy vehicle,5698.926614692331,19499.008644341746,1,10100.899214056213,good,windy,suburban,Not Overloaded
delivery vehicle,3486.040241745549,4150.125217678908,2,4740.392026179064,good,rainy,suburban,Overloaded
4-wheeler 5-seater,818.7086841951963,638.0883322211293,1,722.9668511750259,good,rainy,urban,Overloaded
heavy vehicle,5377.845769262851,17298.971444101084,1,9018.299694892878,excellent,clear,urban,Not Overloaded
heavy vehicle,5156.371637284543,19340.344936720794,2,9821.659470052064,average,windy,suburban,Not Overloaded
delivery vehicle,4274.114835313974,2795.331655170575,3,3701.30662500036,very poor,rainy,suburban,Overloaded
heavy vehicle,7207.24985783018,18088.764458397694,2,8976.95336319784,excellent,clear,rural,Not Overloaded
heavy vehicle,5451.906939983367,15143.545976934669,1,9046.368644550677,excellent,clear,highway,Not Overloaded
heavy vehicle,5013.890438735946,17353.54618639804,2,10470.700466516904,good,clear,suburban,Not Overloaded
heavy vehicle,5501.144464171541,19033.98173345883,1,9789.58872102942,good,rainy,suburban,Not Overloaded
heavy vehicle,7615.775815078712,15215.208244084104,2,21099.310940215502,poor,rainy,urban,Overloaded
delivery vehicle,4456.997589456872,3763.0586071628104,2,4756.989258122722,good,clear,highway,Overloaded
2-wheeler,180.8096178910186,192.1686762738743,1,140.01552219541392,average,snowy,mountainous,Overloaded
heavy vehicle,10900.778907350406,11497.282974409347,1,15793.149637471777,poor,extreme,rural,Overloaded
delivery vehicle,3191.4283867970516,3452.0446439890675,2,3850.675067940223,very poor,rainy,suburban,Overloaded
heavy vehicle,7602.552869887366,19026.855419198117,2,9821.821526075264,excellent,clear,suburban,Not Overloaded
heavy vehicle,6262.816749362591,16976.197767876474,2,9505.223700784225,excellent,clear,suburban,Not Overloaded
heavy vehicle,5489.806914655873,19561.381043003938,2,10222.023067647036,excellent,rainy,highway,Not Overloaded
2-wheeler,134.37528868572684,223.43630243883487,2,122.0701873319232,excellent,extreme,urban,Overloaded
4-wheeler 7-seater,1872.3987604162035,925.9150837872678,4,966.2370373107925,very poor,snowy,mountainous,Overloaded
4-wheeler 7-seater,2152.045664793981,701.751234506968,6,393.9280422736292,excellent,snowy,mountainous,Overloaded
heavy vehicle,5697.76706621168,17622.883202082536,1,10911.253175791226,excellent,clear,highway,Not Overloaded
heavy vehicle,6073.111489428684,17581.419528785467,2,9688.53663620595,excellent,clear,urban,Not Overloaded
heavy vehicle,5411.938643267827,18455.007612427908,2,9194.345892821113,average,clear,desert,Not Overloaded
4-wheeler 5-seater,1237.9377562803973,504.92304742067506,1,617.972349542424,excellent,windy,rural,Overloaded
heavy vehicle,5841.8424150760575,19317.58429269732,2,9940.312430886652,good,clear,coastal,Not Overloaded
heavy vehicle,5100.663635181763,16976.21173276465,2,9404.885953357403,excellent,clear,coastal,Not Overloaded
heavy vehicle,5800.8619203664275,19755.681954641703,2,10530.56778019634,average,clear,rural,Not Overloaded
2-wheeler,161.80902644080024,192.15337025094016,1,155.02023590227643,very poor,rainy,rural,Overloaded
heavy vehicle,6067.867384104979,19314.64265862289,2,10160.797595693117,good,clear,suburban,Not Overloaded
heavy vehicle,7381.269346411864,16869.528641112956,2,19116.251509648257,good,windy,desert,Overloaded
heavy vehicle,5134.290263194598,17833.26512876766,2,9170.491529820012,excellent,clear,coastal,Not Overloaded
delivery vehicle,3864.023082891842,3448.8539205470697,2,4691.666506536532,good,clear,coastal,Overloaded
heavy vehicle,5065.14001439213,18284.677227701977,2,9450.400467882695,good,clear,desert,Not Overloaded
2-wheeler,180.04179545517886,157.69980375136302,1,126.69222875155366,excellent,foggy,mountainous,Overloaded
